,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Domain,Standard Description
62,2021,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-LE.A.3,SR,AF,AI.F-LE.A.3,Use the graphs of three different functions to compare how they increase as the independent variable increases.,1,63,50,13,Functions,Linear Quadratic and Exponential Models,"Observe, using graphs and tables, that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function."
63,2021,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.C.8,SR,GE,GEO.G-SRT.C.8,Use the Pythagorean Theorem to determine the missing side length of a triangle in a real-world context.,1,58,53,5,Geometry,"Similarity, Right Triangles, and Trigonometry",Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.
64,2021,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-BF.A.2,SR,AF,AI.F-BF.A.2,Analyze an algebraic sequence that represents a real-world situation.,1,46,50,-4,Functions,Building Functions,"Write arithmetic and geometric sequences both recursively and with an explicit formula them to model
situations, and translate between the two forms."
65,2021,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.B.5,SR,GE,GEO.G-SRT.B.5,Use proportions to find a missing side length in a diagram displaying similar triangles.,1,60,58,2,Geometry,"Similarity, Right Triangles, and Trigonometry",Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.
66,2021,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GMD.A.3,SR,GE,GEO.G-GMD.A.3,Use the volume formula for a cone to solve a real-world problem.,1,65,69,-4,Geometry,Geometric Measurement and Dimension,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems."
67,2021,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GPE.B.6,SR,GE,GEO.G-GPE.B.6,"Locate a point on a line segment, graphed on a coordinate plane, that divides the segment in a specified ratio.",1,75,65,10,Geometry,Expressing Geometric Properties with Equations,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.
68,2021,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.B.5,CR,SP,AI.S-ID.B.5,Calculate relative frequencies based on data displayed in a two-way table.,4,49,47,2,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data."
69,2021,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-Q.A.3,SR,NQ,AI.N-Q.A.3,Determine the effects of rounding on measurements in a real-world situation.,1,64,56,8,Number and Quantity,Quantities,Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.
70,2021,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.C.6,SR,GE,GEO.G-SRT.C.6,Use trigonometric ratios to determine a missing side length in a right triangle.,1,71,57,14,Geometry,"Similarity, Right Triangles, and Trigonometry","Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles."
71,2021,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.A.1,SR,GE,GEO.G-CO.A.1,Match geometric terms with their definitions.,1,81,61,20,Geometry,Congruence,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc."
72,2021,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.A.2,SR,GE,GEO.G-CO.A.2,"Determine the coordinates of a vertex of a triangle, graphed on a coordinate plane, after a sequence of transformations.",1,57,62,-5,Geometry,Congruence,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch)."
73,2021,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GMD.A.1,SA,GE,GEO.G-GMD.A.1,"Determine the volume of a cylinder, and compare the volumes of other cylinders that have similar dimensions.",2,68,65,3,Geometry,Geometric Measurement and Dimension,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri’s principle, and informal limit arguments."
74,2021,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.B.3,SR,AF,AI.A-REI.B.3,Solve a compound linear inequality that represents a real-world problem.,1,43,52,-9,Algebra,Reasoning with Equations and Inequalities,"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters."
75,2021,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-CED.A.1,CR,AF,AI.A-CED.A.1,Write and solve a linear equation and linear inequalities based on a real-world situation.,4,48,48,0,Algebra,Creating Equations,"Create equations and inequalities in one variable and use them to solve problems. (Include equations arising from linear, quadratic, and exponential functions with integer exponents.)"
76,2021,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.A.3,SR,GE,GEO.G-CO.A.3,Determine the coordinates of a vertex of a parallelogram after a reflection and the sequence of transformations that would map the parallelogram onto itself.,2,58,65,-7,Geometry,Congruence,". Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself"
77,2021,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.A.5,SA,GE,GEO.G-CO.A.5,Graph the image of a point on a coordinate plane after a reflection over a given line.,1,15,25,-10,Geometry,Congruence,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another."
78,2021,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.C.9,SR,GE,GEO.G-CO.C.9,Identify the theorem about parallel lines and transversals that proves two pairs of angles in a diagram are congruent.,1,60,55,5,Geometry,Congruence,"Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent, and conversely prove lines are parallel; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment’s endpoints."
79,2021,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-IF.B.5,SR,AF,AI.F-IF.B.5,Identify the domain of a function based on a real-world situation.,1,33,36,-3,Functions,Interpreting Functions,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function"
80,2021,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.S-CP.A.4,SA,SP,GEO.S-CP.A.4,Complete a two-way frequency table and use the table to calculate a conditional probability.,2,64,67,-3,Geometry,Conditional Probability and the Rules of Probability,"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results."
81,2021,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-C.A.2,SR,GE,GEO.G-C.A.2,Determine the measure of an angle in a triangle inscribed in a circle.,1,63,60,3,Geometry,"Similarity, Right Triangles, and Trigonometry","Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle."
82,2021,41,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-IF.B.6,SR,AF,AI.F-IF.B.6,Calculate the average rate of change of an exponential function over a given interval.,1,50,50,0,Functions,Interpreting Functions,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.
83,2021,42,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GPE.B.7,SR,GE,GEO.G-GPE.B.7,Calculate the perimeter of a trapezoid graphed on a coordinate plane.,1,49,53,-4,Geometry,Expressing Geometric Properties with Equations,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles (e.g., using the distance formula)."
84,2022,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA315404&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.B.3,SR,AF,AI.A-REI.B.3,Determine the solution of a linear equation in one variable.,1,70,72,-2,Algebra,Reasoning with Equations and Inequalities,"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters."
85,2022,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713335046&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-CED.A.2,SR,AF,AI.A-CED.A.2,Create two linear equations in two variables based on a description of a real-world situation.,1,76,70,6,Algebra,Creating Equations,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
86,2022,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA311237&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.B.5,SR,GE,GEO.G-SRT.B.5,"Given two similar triangles, use a proportional relationship to determine an unknown side length.",1,76,76,0,Geometry,"Similarity, Right Triangles, and Trigonometry",Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.
87,2022,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA287432&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-SSE.A.2,SR,AF,AI.A-SSE.A.2,Factor a trinomial expression to identify an equivalent expression.,1,76,76,0,Algebra,Seeing Structure in Expressions,"Use the structure of an expression to identify ways to rewrite it. For example, see (x + 2)2 – 9 as a difference of squares that can be factored as ((x + 2) + 3)((x + 2 ) – 3)."
88,2022,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA311209&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-BF.A.2,SR,AF,AI.F-BF.A.2,"Determine an expression that represents an arithmetic sequence, given its first five terms.",1,40,40,0,Functions,Building Functions,"Write arithmetic and geometric sequences both recursively and with an explicit formula them to model
situations, and translate between the two forms."
89,2022,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA901364620&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-Q.A.2,CR,NQ,AI.N-Q.A.2,Interpret the units in a graph that represents a real-world situation and estimate solutions of associated problems.,4,62,60,2,Number and Quantity,Quantities,Define appropriate quantities for the purpose of descriptive modeling.
90,2022,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA901372985&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.C.10,SR,GE,GEO.G-CO.C.10,Identify the triangle theorem that is illustrated by a folded paper demonstration.,1,41,49,-8,Geometry,Congruence,"Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180°; base angles of isosceles triangles are congruent, and conversely prove a triangle is isosceles; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point."
91,2022,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA287734&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.D.12,SR,AF,AI.A-REI.D.12,Identify the graph of the solution set of a system of linear inequalities in two variables.,1,43,44,-1,Algebra,Reasoning with Equations and Inequalities,"Graph the solutions of a linear inequality in two variables as a half-plane (excluding the boundary in the
case of a strict inequality), and graph the solution set of a system of linear inequalities in two variables
as the intersection of the corresponding half-planes."
92,2022,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA294292&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.C.9,SR,GE,GEO.G-CO.C.9,Identify an equation that may not be true based on a diagram featuring parallel lines and a transversal.,1,70,60,10,Geometry,Congruence,"Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent, and conversely prove lines are parallel; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment’s endpoints."
93,2022,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA314948&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-APR.A.1,SR,AF,AI.A-APR.A.1,Expand a polynomial expression to create an equivalent expression.,1,56,66,-10,Algebra,Arithmetic with Polynomials and Rational Expressions,"Understand that polynomials form a system analogous to the integers, namely, they are closed under
certain operations. "
94,2022,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713346383&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-CED.A.4,SA,AF,AI.A-CED.A.4,Rearrange an equation to solve for different aspects of the formula it represents.,2,32,27,5,Algebra,Creating Equations,"Rearrange formulas to highlight a quantity of interest using the same reasoning as in solving equations (Properties of equality). For example, rearrange Ohm’s law to solve for voltage, V. Manipulate variables in formulas used in financial contexts such as for simple interest, I=Prt ."
95,2022,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713829689&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-RN.A.2,SR,NQ,AI.N-RN.A.2,"Given an exponential expression, use properties of exponents to create an equivalent expression.",1,38,48,-10,Number and Quantity,The Real Number System,Rewrite expressions involving radicals and rational exponents using the properties of exponents.
96,2022,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA311223&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-IF.A.2,CR,AF,AI.F-IF.A.2,Evaluate a linear function over specific values of its domain and interpret given values of the function in terms of a real-world context.,4,65,61,4,Functions,Interpreting Functions,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context. For example, given a function representing a car loan, determine the balance of the loan at different points in time."
97,2022,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA903658309&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.C.7,SA,SP,AI.S-ID.C.7,Interpret the slope and the y-intercept of a linear model based on real-world data.,2,55,54,1,Statistics and Probability,Interpreting Categorical and Quantitative Data,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.
98,2022,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA901762643&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.A.4,SR,GE,GEO.G-CO.A.4,Describe a transformation of a line segment that will result in a parallel image.,1,32,40,-8,Geometry,Congruence,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments."
